,at,content,reviewCreatedVersion,thumbsUpCount,content,topic
68446,2021-10-15 16:26:12,Se instaló y al intentar activar el supertoken no fue posible. Sin embargo en estatus dice que esta activo!!! Y no se puede utilizar,5.62.1,0,Se instaló y al intentar activar el supertoken no fue posible. Sin embargo en estatus dice que esta activo!!! Y no se puede utilizar,token
68463,2021-10-15 15:31:09,Falla a cada rsto y debo estar actualizando super token,5.62,0,Falla a cada rsto y debo estar actualizando super token,token
68477,2021-10-15 15:57:14,Es muy sencilla aunq se me complica el token,5.62.1,0,Es muy sencilla aunq se me complica el token,token
68484,2021-10-16 11:10:04,Está muy padre y todo pero cuando quiero hacer transferencias a otros bancos no me deja realizar la operación y me marca que está bloqueado mi super token pero me meto en desbloquear y dice que está activado osea que onda,,0,Está muy padre y todo pero cuando quiero hacer transferencias a otros bancos no me deja realizar la operación y me marca que está bloqueado mi super token pero me meto en desbloquear y dice que está activado osea que onda,token
68486,2021-10-16 11:12:34,Solo que tarda en mandar los avisos y se blokea el supertoken De ahí en fuera todo genial,5.62.1,0,Solo que tarda en mandar los avisos y se blokea el supertoken De ahí en fuera todo genial,token
68531,2021-10-16 14:49:03,"SOLO PUEDO USAR LA APP PARA REVISAR MI SALDO, NO SIRVE PARA NADA MÁS PUES PARA TRASNFERIR DINERO O HACER CUALQUIER MOVIMIENTO PIDE ACTUVAR SÚPER TOKEN Y ESO JAMAS SE PUEDE HACER, SIPRE DICE INTENTALO MÁS TARDE. MUY MALA APP 🙈 POR ESE MOTIVO EVITO USAR MUCHO LA CUENTA Y PIENSO CAMBIAR DE BANCO, A UNO QUE SÍ ME PERMITA REALIDAD ZAR TIDAS MIS OPERACIONES EN LINEA.",,0,"SOLO PUEDO USAR LA APP PARA REVISAR MI SALDO, NO SIRVE PARA NADA MÁS PUES PARA TRASNFERIR DINERO O HACER CUALQUIER MOVIMIENTO PIDE ACTUVAR SÚPER TOKEN Y ESO JAMAS SE PUEDE HACER, SIPRE DICE INTENTALO MÁS TARDE. MUY MALA APP 🙈 POR ESE MOTIVO EVITO USAR MUCHO LA CUENTA Y PIENSO CAMBIAR DE BANCO, A UNO QUE SÍ ME PERMITA REALIDAD ZAR TIDAS MIS OPERACIONES EN LINEA.",token
68623,2021-10-15 21:49:39,"Gracias funciona bien, pero con eso del súper token no me deja hacer transferencias a otras tarjetas de bancos más fácilmente.",5.62.1,0,"Gracias funciona bien, pero con eso del súper token no me deja hacer transferencias a otras tarjetas de bancos más fácilmente.",token
68625,2021-10-15 23:35:37,"El registro de super token no es funcional., Van mejorando.",5.62.1,0,"El registro de super token no es funcional., Van mejorando.",token
68643,2021-10-16 08:38:57,"Pésima me molesta que quiero activar el token y no puedo me dice que valla a la sucursal, se supone que por eso manejo la app para no ir al banco porque es peor tardan en atender pinchi banco de m*#&a",5.62.1,0,"Pésima me molesta que quiero activar el token y no puedo me dice que valla a la sucursal, se supone que por eso manejo la app para no ir al banco porque es peor tardan en atender pinchi banco de m*#&a",token
68665,2021-10-16 01:39:07,"Cambie de teléfono y no puedo usar el súper token porque me pide 8 dígitos y solo tenía 4 ahora tengo que ir alguna sucursal, que horror.",5.62.1,0,"Cambie de teléfono y no puedo usar el súper token porque me pide 8 dígitos y solo tenía 4 ahora tengo que ir alguna sucursal, que horror.",token
68684,2021-10-14 19:47:17,"No me deja usar el super token, siempre tengo que desisntalar y volver a instalar para que funcione",5.62.1,0,"No me deja usar el super token, siempre tengo que desisntalar y volver a instalar para que funcione",token
68744,2021-10-14 22:43:26,Muy buena apps la recomiendo del uno al cien doy cien lo único malo esq no llega el código de 18 dígitos ni a mi celular ni a mi correo para activar el super token,5.62.1,0,Muy buena apps la recomiendo del uno al cien doy cien lo único malo esq no llega el código de 18 dígitos ni a mi celular ni a mi correo para activar el super token,token
68752,2021-10-14 20:38:17,A mejorado mucho desde la última vez pero sigue siendo complicado lo del súper toquen,5.62.1,0,A mejorado mucho desde la última vez pero sigue siendo complicado lo del súper toquen,token
68768,2021-10-14 21:09:30,"Al principio funcionaba muy bien, pero en los últimos meses con solo consultar movimientos se me cierra la app y ya hasta me bloquearon la activación de mi super token por ingresar tantas veces seguidas",5.62.1,0,"Al principio funcionaba muy bien, pero en los últimos meses con solo consultar movimientos se me cierra la app y ya hasta me bloquearon la activación de mi super token por ingresar tantas veces seguidas",token
68867,2021-10-15 13:10:38,"En mi caso no puedo acceder al supertoken, ya he ido a la sucursal y no me lo pueden activar. Solo uso la aplicación para consultar el saldo, pero aún así me pide activar mi ubicación sin permitirme hacer más movimientos o traspasos.",5.62.1,0,"En mi caso no puedo acceder al supertoken, ya he ido a la sucursal y no me lo pueden activar. Solo uso la aplicación para consultar el saldo, pero aún así me pide activar mi ubicación sin permitirme hacer más movimientos o traspasos.",token
68870,2021-10-15 11:11:57,"Pésimo servicio quiero realizar transferencias rápidas y no puedo, no me llegan los mensajes de token, así no se puede, acabó de empezar con éste Banco y la verdad no me ha dado buenos resultados. Si ésto no cambia tendré que cambiarme de nomina. Uno acude a sucursla y no solucionan nada. Me quedé sin ese servició y ahora no puedo realizar ninguna transferencia y eso es molesto.",5.62.1,0,"Pésimo servicio quiero realizar transferencias rápidas y no puedo, no me llegan los mensajes de token, así no se puede, acabó de empezar con éste Banco y la verdad no me ha dado buenos resultados. Si ésto no cambia tendré que cambiarme de nomina. Uno acude a sucursla y no solucionan nada. Me quedé sin ese servició y ahora no puedo realizar ninguna transferencia y eso es molesto.",token
68921,2021-10-15 12:40:03,Muy seguido pide estar autenticando identidad no llegan los mensajes para activar el token,5.62.1,0,Muy seguido pide estar autenticando identidad no llegan los mensajes para activar el token,token
68947,2021-10-15 12:00:07,"Buenas Tardes! No deja activar el SUPER TOKEN, ni la huella. Me dice que tengo que ir a la sucursal!",5.62.1,0,"Buenas Tardes! No deja activar el SUPER TOKEN, ni la huella. Me dice que tengo que ir a la sucursal!",token
68969,2021-10-15 02:01:00,El banco no me informo que tenia q solicitar el supertoken para poder relizar transferencias y pagos de servicio cuando fui a dar de alta a mis datos,5.62.1,0,El banco no me informo que tenia q solicitar el supertoken para poder relizar transferencias y pagos de servicio cuando fui a dar de alta a mis datos,token
69001,2021-10-14 23:51:28,No deja entrar a token,,0,No deja entrar a token,token
69041,2021-10-15 07:40:28,No me deja activar súper token,5.62.1,0,No me deja activar súper token,token
69099,2021-09-17 03:38:21,"Me gustó! Me parece una aplicación buena,de primero me molestaba porque no podía hacer ningún pago,transferencia o poner saldo. Pero sólo era por lo del token,por el trabajo pues no tenía tiempo de acudir a la sucursal & me pareció muy bien que pude activar un token no físico, de mínimo en lo que voy a la sucursal, ya con eso ya pude comenzar a hacer transferencias & todo bien....",5.61,0,"Me gustó! Me parece una aplicación buena,de primero me molestaba porque no podía hacer ningún pago,transferencia o poner saldo. Pero sólo era por lo del token,por el trabajo pues no tenía tiempo de acudir a la sucursal & me pareció muy bien que pude activar un token no físico, de mínimo en lo que voy a la sucursal, ya con eso ya pude comenzar a hacer transferencias & todo bien....",token
69110,2021-09-17 10:44:16,"Desconocen mis datos de celular y correo, para darme información y además bloquearon mi token...Ahora debo de acudir al banco donde tarda una horas para ser atendido..aparte de decirte hágalo ""por teléfono"" !!!!!! Antes Solicite por línea mi activación de tarjeta y que no es mi voz?????.... QUE HAGOOOO!!!! por ningún modo puedo activar mi nueva tarjeta AYUDA POR FAVOR!!!",5.61,0,"Desconocen mis datos de celular y correo, para darme información y además bloquearon mi token...Ahora debo de acudir al banco donde tarda una horas para ser atendido..aparte de decirte hágalo ""por teléfono"" !!!!!! Antes Solicite por línea mi activación de tarjeta y que no es mi voz?????.... QUE HAGOOOO!!!! por ningún modo puedo activar mi nueva tarjeta AYUDA POR FAVOR!!!",token
69133,2021-09-17 09:07:34,No sé porque últimamente hay que estar cambiando el número de token y están checando la autenticidad es algo complicado y por lo mismo mandan demasiados mensajes,5.61,0,No sé porque últimamente hay que estar cambiando el número de token y están checando la autenticidad es algo complicado y por lo mismo mandan demasiados mensajes,token
69155,2021-09-17 00:13:32,Muy absurdo para el cambió de app a otro celular. Muy engorroso por lo de supertoken. Deben mejorar eso.tan fácil como banco azteca te lo manda a tu CEL y correo 🙄,5.61,0,Muy absurdo para el cambió de app a otro celular. Muy engorroso por lo de supertoken. Deben mejorar eso.tan fácil como banco azteca te lo manda a tu CEL y correo 🙄,token
69204,2021-09-16 20:46:18,"No sirve la banca, no tengo supertoken ni me deja generarlo, se bloquea no he podido hacer una miserable transferencia",5.61,0,"No sirve la banca, no tengo supertoken ni me deja generarlo, se bloquea no he podido hacer una miserable transferencia",token
69310,2021-09-17 17:54:03,"De la vg esta aplicación siempre es un batallar con sus pinches mamadas se super token me la cancelan la quiero activar y que tengo que ir a la sucursal a perder el pinche tiempo otra ves para activarte de nuevo el super token pura pinche mamada eso , de verdad que es estresante .",5.61,0,"De la vg esta aplicación siempre es un batallar con sus pinches mamadas se super token me la cancelan la quiero activar y que tengo que ir a la sucursal a perder el pinche tiempo otra ves para activarte de nuevo el super token pura pinche mamada eso , de verdad que es estresante .",token
69312,2021-09-17 17:55:46,Mala No me deja activar supertoken,,0,Mala No me deja activar supertoken,token
69317,2021-09-17 18:03:31,"Buena aplicación 👍 hasta el momento sigan así, eso del supertoken está muy bien para q no cualquiera pueda entrar sigan asi",5.61,0,"Buena aplicación 👍 hasta el momento sigan así, eso del supertoken está muy bien para q no cualquiera pueda entrar sigan asi",token
69355,2021-09-17 12:28:54,No deja hacer trasferencias hasta que vaya al banco por un token 🙄,5.61,0,No deja hacer trasferencias hasta que vaya al banco por un token 🙄,token
69403,2021-09-17 14:21:58,"Tengo muchos problemas con esta aplicación, no me permite consultar los movimientos de mi cuenta cuando elijo la opción el sistema me saca inmediatamente, además que no me ha sido posible activar el token, en todas las ocasiones que lo he intentado se queda en el 80% y manda un mensaje que la operación no puede ser realizada.",5.61,0,"Tengo muchos problemas con esta aplicación, no me permite consultar los movimientos de mi cuenta cuando elijo la opción el sistema me saca inmediatamente, además que no me ha sido posible activar el token, en todas las ocasiones que lo he intentado se queda en el 80% y manda un mensaje que la operación no puede ser realizada.",token
69424,2021-09-17 13:46:56,"buenisimo de pelos. Ya no, llevo meses tratando de solucionar un problema y me traen de arriba para abajo, me bloquearon mi tarjeta y ni el banco sabe porque, no puedo activar el token y en mi sucursal No me dan solucion",5.61,0,"buenisimo de pelos. Ya no, llevo meses tratando de solucionar un problema y me traen de arriba para abajo, me bloquearon mi tarjeta y ni el banco sabe porque, no puedo activar el token y en mi sucursal No me dan solucion",token
69447,2021-09-15 14:45:25,Me parece buena opción de primero no le entendí para realizar transferencias pero solo es activar súper token y listo,5.61,0,Me parece buena opción de primero no le entendí para realizar transferencias pero solo es activar súper token y listo,token
69496,2021-09-15 20:07:18,"Tengo que hacer u a transferencia pero me solicitan acudir a una sucursal para activar el token situación que se me complica por mos horarios de atención en ventanilla, deberían habikitar la opción de activación del token directamebte en la apps movik",5.61,0,"Tengo que hacer u a transferencia pero me solicitan acudir a una sucursal para activar el token situación que se me complica por mos horarios de atención en ventanilla, deberían habikitar la opción de activación del token directamebte en la apps movik",token
69559,2021-09-15 16:09:27,Muy accesible pero falta que informen bien en las sucursales ya que pregunte si se requería algo más para activar la apps y me comentaron que nop y ahora que la activo me menciona que el super token se tiene que activar en sucursal,5.61,0,Muy accesible pero falta que informen bien en las sucursales ya que pregunte si se requería algo más para activar la apps y me comentaron que nop y ahora que la activo me menciona que el super token se tiene que activar en sucursal,token
69577,2021-09-15 15:08:43,Se me hace ridiculo tener que ir a una sucursal para poder obtener un token y realizar pagos dentro de la app y transferencias.,5.61,0,Se me hace ridiculo tener que ir a una sucursal para poder obtener un token y realizar pagos dentro de la app y transferencias.,token
69601,2021-09-15 17:36:26,Me pide que active el SUPERTOKEN como 10 veces y al final no me deja hacer transferencias. 0 estrellas. Cuando más la necesito se pone horrible la aplicación,,0,Me pide que active el SUPERTOKEN como 10 veces y al final no me deja hacer transferencias. 0 estrellas. Cuando más la necesito se pone horrible la aplicación,token
69681,2021-09-16 12:33:51,"Pongo toda la información de autenticación para el token, número SMS recibido, selecciono la cuenta, y el pin es el correcto, aparece error información invalida... Ahora tengo q manejar hasta el banco para intentar hacerlo desde ahí... Muy inconveniente. Lo curioso es q la última vez en el centro bancario m pidieron q hablara al 1-800...hable. Al número d atención al cliente y m dieron las instrucciones, y aún así sigue dando el error información Invalida... M enviaron al Banco... Q mal.",5.61,0,"Pongo toda la información de autenticación para el token, número SMS recibido, selecciono la cuenta, y el pin es el correcto, aparece error información invalida... Ahora tengo q manejar hasta el banco para intentar hacerlo desde ahí... Muy inconveniente. Lo curioso es q la última vez en el centro bancario m pidieron q hablara al 1-800...hable. Al número d atención al cliente y m dieron las instrucciones, y aún así sigue dando el error información Invalida... M enviaron al Banco... Q mal.",token
69834,2021-09-17 18:30:56,Hay que ir a la sucursal y activar un super toquen para poder realizar transferencias,5.61,0,Hay que ir a la sucursal y activar un super toquen para poder realizar transferencias,token
69902,2021-09-20 10:17:16,No he podido activar mi super token. Y en atención a cliente no me dan solución. No había tenido este tipo de detalles con la aplicación.,5.62,0,No he podido activar mi super token. Y en atención a cliente no me dan solución. No había tenido este tipo de detalles con la aplicación.,token
69943,2021-09-19 14:35:57,"Pues falla el sistema no se puede consultar movimientos, ni el súper token",5.62,0,"Pues falla el sistema no se puede consultar movimientos, ni el súper token",token
70014,2021-09-19 16:42:20,Se tarda Mucho tiempo para realizar una operacion como obtener un token lo tienes y la app te saca,5.62,0,Se tarda Mucho tiempo para realizar una operacion como obtener un token lo tienes y la app te saca,token
70076,2021-09-20 18:02:47,"Pésimo servicio, muchas trabas, dejaré después de 5 años definitivamente el banco, perdí en total 210 pesos por aclaraciones, encima me quieren cobrar el plástico de repocision por robo porque estoy lejos de mi sucursal madre y no pueden reactivar me mi super toquen para poder mover mi dinero, muchas trabas ,trámites y tiempo de respuesta exageradamente largo, me despido definitivamente aparte de que no te reditua nada el banco... Por exclusividad perdí por malas decisiones en aclaraciones.",5.62,0,"Pésimo servicio, muchas trabas, dejaré después de 5 años definitivamente el banco, perdí en total 210 pesos por aclaraciones, encima me quieren cobrar el plástico de repocision por robo porque estoy lejos de mi sucursal madre y no pueden reactivar me mi super toquen para poder mover mi dinero, muchas trabas ,trámites y tiempo de respuesta exageradamente largo, me despido definitivamente aparte de que no te reditua nada el banco... Por exclusividad perdí por malas decisiones en aclaraciones.",token
70182,2021-09-20 15:16:14,No me gusta mucho porq se traba no me deja utilizar el super token me pone muchas trabas,5.62,0,No me gusta mucho porq se traba no me deja utilizar el super token me pone muchas trabas,token
70303,2021-09-18 10:47:55,Muy mal servicio primero fui al banco a que me la activaron y no fue así tuve que regresar a que me activen el token y no quedó muy mal servicio no me activaron mi servicio como debe de ser tuve que ir a formarme dos veces al banco perder varias horas de mi día y no quedo no puedo hacer ningún pago no puedo más que ver cuánto tengo ahora desde que tengo la aplicación me han estado descontando dinero y no sé ni porque,5.61,0,Muy mal servicio primero fui al banco a que me la activaron y no fue así tuve que regresar a que me activen el token y no quedó muy mal servicio no me activaron mi servicio como debe de ser tuve que ir a formarme dos veces al banco perder varias horas de mi día y no quedo no puedo hacer ningún pago no puedo más que ver cuánto tengo ahora desde que tengo la aplicación me han estado descontando dinero y no sé ni porque,token
70334,2021-09-17 20:38:45,BUENA APLICACION Aveces es un poco complicado sobre todo para obtener super token,5.61,0,BUENA APLICACION Aveces es un poco complicado sobre todo para obtener super token,token
70351,2021-09-17 19:00:58,Trabaja bien para supertoken,5.61,0,Trabaja bien para supertoken,token
70401,2021-09-17 21:28:13,"Con otros bancos no necesito ir con un ejecutivo a que me den mi token, voy a cambiar mi nomina",5.61,0,"Con otros bancos no necesito ir con un ejecutivo a que me den mi token, voy a cambiar mi nomina",token
70518,2021-09-18 15:34:09,"Muy mala aplicación, no sirve muchas veces y es súper difícil desbloquear tu token y todo eso",5.61,0,"Muy mala aplicación, no sirve muchas veces y es súper difícil desbloquear tu token y todo eso",token
70560,2021-09-18 19:04:51,No se puede activar super token,5.61,0,No se puede activar super token,token
70563,2021-09-18 18:24:20,"Te pide 2 veces la huella, todo tengo. Estar pidiendo token y para ello a fuerzas tengo q ir a sucursal y sus sucursales tardan una eternidad en atenderte, realmente malísimo el servicio personal y eso es lo. Que detiene a ir a pedir el token prefiero ir al cajero y enviar mi saldo a azteca y desde ahí realizar todos mis pagos sin tanto problema",5.61,0,"Te pide 2 veces la huella, todo tengo. Estar pidiendo token y para ello a fuerzas tengo q ir a sucursal y sus sucursales tardan una eternidad en atenderte, realmente malísimo el servicio personal y eso es lo. Que detiene a ir a pedir el token prefiero ir al cajero y enviar mi saldo a azteca y desde ahí realizar todos mis pagos sin tanto problema",token
70570,2021-09-18 19:07:55,"No puedo dar de alta una cuenta para transferencia, me pide active super token veo en estatus y esta activo, me pide a cada rato verificar identidad, hasta que bloquea y debo hablar al telefono de atencion, el conmutador una real jalada.",5.61,0,"No puedo dar de alta una cuenta para transferencia, me pide active super token veo en estatus y esta activo, me pide a cada rato verificar identidad, hasta que bloquea y debo hablar al telefono de atencion, el conmutador una real jalada.",token
70575,2021-09-18 19:16:50,Es muy lento con las transferencias y el super token también,5.62,0,Es muy lento con las transferencias y el super token también,token
70612,2021-09-12 15:32:07,No se puede activar el token para operaciones pésimas aplicación,5.61,0,No se puede activar el token para operaciones pésimas aplicación,token
70618,2021-09-12 15:47:47,"Casi todo perfecto solo que, estaría mejor que fuera sencillo transferir dinero por que cuando lo quiero hacer me dice que vaya al banco pida un código de SuperToken, cosa que es muy complicado ya que no todos tenemos el tiempo para ir al banco, se supone que para eso descargamos la aplicación para no tener que ir al banco a hacer transferencias a otros bancos o poder pagar, ya que se supone que para eso es la aplicación para poder pagar cosas desde tu celular y transferir a otros bancos.",5.61,0,"Casi todo perfecto solo que, estaría mejor que fuera sencillo transferir dinero por que cuando lo quiero hacer me dice que vaya al banco pida un código de SuperToken, cosa que es muy complicado ya que no todos tenemos el tiempo para ir al banco, se supone que para eso descargamos la aplicación para no tener que ir al banco a hacer transferencias a otros bancos o poder pagar, ya que se supone que para eso es la aplicación para poder pagar cosas desde tu celular y transferir a otros bancos.",token
70627,2021-09-12 16:33:58,"No puedo obtener el supertoken para realizar transferencia, me pide acudir a la sucursal. Lo único que me permite es ver. Cuánto es lo que tengo de saldo.",5.61,0,"No puedo obtener el supertoken para realizar transferencia, me pide acudir a la sucursal. Lo único que me permite es ver. Cuánto es lo que tengo de saldo.",token
70642,2021-09-12 13:40:57,"Me dijeron que podía activar el token y es mentira, no te da la opción para notificar x teléfono",5.61,0,"Me dijeron que podía activar el token y es mentira, no te da la opción para notificar x teléfono",token
70648,2021-09-12 14:17:58,"Falla demasiado, no permite hacer transferencias y no me permite activar el SuperToken",5.61,0,"Falla demasiado, no permite hacer transferencias y no me permite activar el SuperToken",token
70725,2021-09-12 06:17:13,cada que me conecto a una red diferente tengo que confirmar identidad aunque ponga la contraseña y o Accese con la huella y el super token a cada rato se bloquea,5.61,0,cada que me conecto a una red diferente tengo que confirmar identidad aunque ponga la contraseña y o Accese con la huella y el super token a cada rato se bloquea,token
70827,2021-09-13 12:46:01,Nosepuede hacer tranferencias pide que tengas suoer token y llebo barios dias y nada medise sue nosepuefe acceder es un pesimo servicio. Es in pesimo cervisio,5.61,0,Nosepuede hacer tranferencias pide que tengas suoer token y llebo barios dias y nada medise sue nosepuefe acceder es un pesimo servicio. Es in pesimo cervisio,token
70828,2021-09-13 12:23:01,No puedo generar el supertoken,5.61,0,No puedo generar el supertoken,token
70840,2021-09-13 12:52:35,No me llega mi token,,0,No me llega mi token,token
70980,2021-09-13 08:25:09,"Mal manejo de la app no es maleable a las necesidades del cliente. No permite modificar celular, no da opcion de solucion al token. Todo debe uno de ir a ña sucursal y las sucursales super llenas solo atiende un persona y no dan soluciones.",5.61,0,"Mal manejo de la app no es maleable a las necesidades del cliente. No permite modificar celular, no da opcion de solucion al token. Todo debe uno de ir a ña sucursal y las sucursales super llenas solo atiende un persona y no dan soluciones.",token
71043,2021-09-10 19:40:25,"Para desbloquear token, tarda mucho en enviar el mensaje de texto evitando la activación. Muy mal",5.61,0,"Para desbloquear token, tarda mucho en enviar el mensaje de texto evitando la activación. Muy mal",token
71066,2021-09-10 21:11:35,Tengo Santander desde hace 4 años aproximadamente y siempre es una detalle para transferencia y token y las sucursales igual muy demorado el servicio buen banco pero personal ineficiente,5.61,0,Tengo Santander desde hace 4 años aproximadamente y siempre es una detalle para transferencia y token y las sucursales igual muy demorado el servicio buen banco pero personal ineficiente,token
71185,2021-09-10 16:09:27,"Mal... no puedo hacer transferencias, trato de activar el token y no se puede..me manda a sucursal,fui y no me quisieron dar el servicio por qué según debo de ir a la sucursal donde me dieron la tarjeta (aunque me quedé lejos)..les pedí un estado de cuenta y me cobraron como $40.00 y lo peor es que esas hojas que me dieron no sirvieron",5.61,0,"Mal... no puedo hacer transferencias, trato de activar el token y no se puede..me manda a sucursal,fui y no me quisieron dar el servicio por qué según debo de ir a la sucursal donde me dieron la tarjeta (aunque me quedé lejos)..les pedí un estado de cuenta y me cobraron como $40.00 y lo peor es que esas hojas que me dieron no sirvieron",token
71199,2021-09-11 15:03:34,"Muy mal, no se puede hacer nada sin tener que ir a sucursal antes para activar token",5.61,0,"Muy mal, no se puede hacer nada sin tener que ir a sucursal antes para activar token",token
71220,2021-09-11 12:58:19,"Pésima aplicación, falla por todo y para todo, no puedo activar el súper token desde hace dos días y siempre marca datos inválidos en los registros",5.61,0,"Pésima aplicación, falla por todo y para todo, no puedo activar el súper token desde hace dos días y siempre marca datos inválidos en los registros",token
71250,2021-09-11 19:18:13,"No me agrada mucho, solo la utilizo para saber mis movimientos ya que para hacer transferencias piden el token y a fuerza tengo que ir a la sucursal que me corresponde.....",5.61,0,"No me agrada mucho, solo la utilizo para saber mis movimientos ya que para hacer transferencias piden el token y a fuerza tengo que ir a la sucursal que me corresponde.....",token
71351,2021-09-11 12:02:04,Llevo demasiados días intentando obtener mi token con la app y no me es posible. Para qué poner esa opción si no se puede con la app?,5.61,0,Llevo demasiados días intentando obtener mi token con la app y no me es posible. Para qué poner esa opción si no se puede con la app?,token
71575,2021-09-15 03:57:42,Mala no es del todo clara y que lío es generar token,5.61,0,Mala no es del todo clara y que lío es generar token,token
71599,2021-09-15 12:21:04,No me dejó activar supertoken,5.61,0,No me dejó activar supertoken,token
71601,2021-09-15 11:55:07,No he podido restablecer el super token desde que tuve que reinstalar la aplicación.,5.61,0,No he podido restablecer el super token desde que tuve que reinstalar la aplicación.,token
71633,2021-09-15 14:06:43,Es una buena plataforma solo lo del Super Token es algo molesto ir a un banco.,,0,Es una buena plataforma solo lo del Super Token es algo molesto ir a un banco.,token
71688,2021-09-15 09:19:55,En lo particular es complicado para hacer transferencias por el súper token,5.61,0,En lo particular es complicado para hacer transferencias por el súper token,token
71696,2021-09-15 09:30:06,"Horrible, no me deja ver mis movimientos, súper complicado tener que ir al banco a tener que activar supertoken",5.61,0,"Horrible, no me deja ver mis movimientos, súper complicado tener que ir al banco a tener que activar supertoken",token
71707,2021-09-15 07:45:07,"Empece a usar la aplicacion y va muy practica, toda via no configuro el token por eso las 4 estrellas (tambien en sucursal hay quien nos ayuda a configurar la app, muy bien)",5.61,0,"Empece a usar la aplicacion y va muy practica, toda via no configuro el token por eso las 4 estrellas (tambien en sucursal hay quien nos ayuda a configurar la app, muy bien)",token
71727,2021-09-15 10:40:52,"es mucho mejor que la de otros bancos y las medidas de seguridad son muy altas, el supertoken es super eficiente y facil de usar.",5.61,0,"es mucho mejor que la de otros bancos y las medidas de seguridad son muy altas, el supertoken es super eficiente y facil de usar.",token
71728,2021-09-15 10:43:57,"No deja obtener el token para transferencias, sale uno y otro error.",5.61,0,"No deja obtener el token para transferencias, sale uno y otro error.",token
71770,2021-09-13 22:58:53,"No pongo calificación no es buena, ya que para todo te piden token y para eso tienes que ir al banco, se supone que una aplicación es para que no pises el banco, que chafas, para transferencias te pide token",5.61,0,"No pongo calificación no es buena, ya que para todo te piden token y para eso tienes que ir al banco, se supone que una aplicación es para que no pises el banco, que chafas, para transferencias te pide token",token
71806,2021-09-13 22:04:51,Últimamente me tiene muy decepcionado el banco Santander. Me bloquean las transferencias rápidas. Cada semana tengo que reinstalar super toquen .. no dan una respuesta inmediata.. todo tarda de 5 a 10 días. Optaré por cambiar de banca,5.61,0,Últimamente me tiene muy decepcionado el banco Santander. Me bloquean las transferencias rápidas. Cada semana tengo que reinstalar super toquen .. no dan una respuesta inmediata.. todo tarda de 5 a 10 días. Optaré por cambiar de banca,token
71832,2021-09-14 08:41:33,"No puedo activar el token, he realizado la operación muchas veces.",5.61,0,"No puedo activar el token, he realizado la operación muchas veces.",token
71866,2021-09-13 18:24:09,"No había tenido problemas, pero recientemente tuve que desactivarlo por problemas en la app y ahora no me permite activar el super token",5.61,0,"No había tenido problemas, pero recientemente tuve que desactivarlo por problemas en la app y ahora no me permite activar el super token",token
71874,2021-09-13 18:11:32,"Una porquería de aplicación, para realizar un retiro sin tarjeta te piden un código de SuperToken y si no inicias tu sesión en el mismo dispositivo de siempre, no te deja hacer nada.",5.61,0,"Una porquería de aplicación, para realizar un retiro sin tarjeta te piden un código de SuperToken y si no inicias tu sesión en el mismo dispositivo de siempre, no te deja hacer nada.",token
71886,2021-09-13 18:52:56,"No se puede crear el super token, siempre hay error",5.61,0,"No se puede crear el super token, siempre hay error",token
71893,2021-09-13 16:50:05,"Pésima no puedo sacar dinero del cajero, no puedo dar de alta el token no es pesimo, no contestan para dar ayuda",5.61,0,"Pésima no puedo sacar dinero del cajero, no puedo dar de alta el token no es pesimo, no contestan para dar ayuda",token
71906,2021-09-13 17:33:20,"Me ha funcionado muy bien y al activar el súper token accede uno a muchas cosas, siento que es muy segura ya que en todo te pide o huella o súper token!!",5.61,0,"Me ha funcionado muy bien y al activar el súper token accede uno a muchas cosas, siento que es muy segura ya que en todo te pide o huella o súper token!!",token
71912,2021-09-13 19:03:14,Pude tramitar mi supertoken y todo fue muy fácil,5.61,0,Pude tramitar mi supertoken y todo fue muy fácil,token
71986,2021-09-14 13:55:56,Sin problema pude instalar mi aplicación y restablecer token.,5.61,0,Sin problema pude instalar mi aplicación y restablecer token.,token
72068,2021-09-14 11:01:46,"definitivamente pésima, quiero obtener el supertoken, hago el proceso tal cual lo indican y solo dice que acuda a sucursal, no entiendo para que hay una app si como quiera tengo que ir al banco, no es la primera vez que hago el proceso ya lo hice con anterioridad por qué cambie de equipo y en esta ocasión solo no lo permite que lastima",5.61,0,"definitivamente pésima, quiero obtener el supertoken, hago el proceso tal cual lo indican y solo dice que acuda a sucursal, no entiendo para que hay una app si como quiera tengo que ir al banco, no es la primera vez que hago el proceso ya lo hice con anterioridad por qué cambie de equipo y en esta ocasión solo no lo permite que lastima",token
72145,2021-09-14 12:02:08,Mala muy mala es un problema acceder a su banca y peor la obtención de súper token . Siempre dice intenta más tarde o acude a sucursal . Y lo peor que vas a sucursal y no te ayudan en nada . Pésimo servicio,,0,Mala muy mala es un problema acceder a su banca y peor la obtención de súper token . Siempre dice intenta más tarde o acude a sucursal . Y lo peor que vas a sucursal y no te ayudan en nada . Pésimo servicio,token
72207,2021-09-28 15:25:06,"Muy buena, pero ahora que acabo de cambiar de número de teléfono ya no pude dar de alta mi super token",,0,"Muy buena, pero ahora que acabo de cambiar de número de teléfono ya no pude dar de alta mi super token",token
